,episode,date,name_ja,opening_ja,dupe_number,day_order
110,108,1991-12-08,大喜利大合戦!!,暴走族の頭をやっていたころが懐かしい→３０人に囲まれた松本→エスカレーターでメンチの切り合い→[ハガキ]家族の中で一番目立つ人は誰ですか？→家の中で落ち着く場所はどこですか？→ダウンタウンのお二人は、どうして長い間友達でいられるのですか？,1,1991-12-08-1.0
111,109,1991-12-15,祝・松ちゃん倒れちゃったよ企画（総集編）,なし,1,1991-12-15-1.0
112,110,1991-12-22,飲んでサクサクいってみよー！,松本の服装→新宿の信号のとこでたまたま止まったら喧嘩してた,1,1991-12-22-1.0
113,111,1991-12-29,第２回バツゲーム対決・紅白どっちが勝つんやねん,スタジオでやるの初めて→ちょいちょい舐められる→コンビニで女の子にやられたこと,1,1991-12-29-1.0
114,112,1992-01-05,松本人志「人間大砲」に挑戦！,１日１善を心がけよう→今年大学受験しようか？→松本は常識人間であることを皆に教えたい→松本は楽屋で挨拶をしない→自分の子供が標準語なのはいやだ→だんだん大阪弁と標準語の間ぐらいの言葉になっていく→松本は東京顔、浜田はタイ顔→[ハガキ]カブト虫は何のためにあんな固い殻を被って生きているのでしょうか？→何で黄レンジャーなどの一見ダサそうなヒーローは、訛りがあるのですか？,1,1992-01-05-1.0
115,113,1992-01-12,どついてどついて何やねん！,罰ゲーム→隣人のところへ来た借金取り→勝手に通信販売を申し込むファン[ハガキ]母に「勝手にしなさい！」と怒られて勝手にしていたら、また怒られた→よく男性が「もんもんする」と言うがどういう状態なのか→暴走族の人達はなぜよく漢字を知っているのですか？→小さい頃の話,1,1992-01-12-1.0
116,114,1992-01-19,松ちゃんカラーバーでTVジャック!!,気付かれたくないやつらに気付かれる→教習所の試験→[ハガキ]お二人の弱点は何ですか？→おできが100個できるのとヒデキが1個できるのどちらを選べと言われたらどちらを選びますか？,1,1992-01-19-1.0
117,115,1992-01-26,第２弾！松本人志「大脱出」に挑戦！,不眠症→常に脳をフル回転させている→考え事→身体のおかしな部分→身体の不調→浜田が車に轢かれたことがある→ネッシーが見つかったらしい→猫娘を見たことがある→ダウンタウンは生意気？［ハガキ］今どんな車に乗っているのか、また車を改造できるとしたらどうするか,1,1992-01-26-1.0
118,116,1992-02-02,人間もぐらたたきゲーム！,浜田が免許合格した→浜田は事故ったことがない→車で事故ったときの話し［ハガキ］黒柳徹子の頭には何が詰まっているのか→二人は記憶が無くなるほど呑んだことはあるか→日テレの副社長に浜田が名前を間違えられる→家にあるキッツイものを見つけたので、ご意見ご感想ください→マリオネット,1,1992-02-02-1.0
119,117,1992-02-09,祝・松ちゃんケガしちゃったヨ企画（総集編）,なし,1,1992-02-09-1.0
120,118,1992-02-16,祝・松ちゃんもう復帰しちゃったヨー（総集編）,なし,1,1992-02-16-1.0
121,119,1992-02-23,幻の珍獣シロ手長コウモリヤギを見た！,スタイリストが持ってきた浜田の服→松本のエアバック事故→鼻が取れたと思った→[ハガキ]私は占い師のはしくれですが、松本さんの過去は何度占っても見えません。何やら犯罪の匂いがします。松本さんの成長の過程を教えてください。→自動販売機でコーヒーを買ったら、小学生に不良と言われました。コーヒーを飲むのは不良なんでしょうか？,1,1992-02-23-1.0
122,120,1992-03-01,100円クレーンバトルロイヤル,[ハガキ]クラブのママはいるのにクラブのパパはいないんですか？→71ですが最近やっとウッチャンナンチャンの区別がつくようになったのですがダウンタウンの区別の付け方を教えてください,1,1992-03-01-1.0
123,121,1992-03-08,日曜笑撃スペシャル・これが世界のマジックだ!!,ピー発言ばかりするの辞めよう→[ハガキ]私は寝言でなんやー！なんやー！と言っていたことがあるそうです。これを聞いたとき笑ってしまいました→よく食べてすぐ寝ると牛になるといいます。寝ながら食べたらなにになるのですか？,1,1992-03-08-1.0
124,122,1992-03-15,第２回大喜利大合戦!!,プライベートがない→[ハガキ]怪しい人を見たら110番とありますがどっからどこまでが怪しいと言えるのか？,1,1992-03-15-1.0
125,123,1992-03-22,変身美女当てコンテスト,運の話,1,1992-03-22-1.0
126,124,1992-03-29,番組宣伝一人でポン!!,寒い→客と山の天気だけは分からない→オンボロタクシー→タバコ吸うのを我慢することの例え,1,1992-03-29-1.0
127,125,1992-04-12,新田マネージャーお別れの宴,新しいマネージャーで岡本が→超能力って信じる？,1,1992-04-12-1.0
128,126,1992-04-19,ボーン自慢コンテスト！,[ハガキ]先日新聞の尋ね人の欄に「巨人勝った。すぐ帰れ」というのがあったのですがこの人は何故家出してしまったのでしょうか,1,1992-04-19-1.0
129,127,1992-04-26,祝・ダウンタウン担当マネージャー就任・泣きボクロ岡本宅訪問！,死に方→いいともで客にすかしてらぁ〜と言われた→人の顔見てニヤニヤ笑うやつがいる→新幹線での出来事→[ハガキ]私は二人のファンですがSMAPのファンクラブにも入っているという中一の女の子です→人間は運動場の砂の小指ぐらいの割合で生まれてきたと私の学校の先生が言っています。本当に人間は運動場の砂の小指ぐらいの割合で生まれてきたのでしょうか？,1,1992-04-26-1.0
130,128,1992-05-03,ナイスコントロールでホックホックやねん!!,松本のファンの服装→仰山集めて企画物をやりたい→死に方→[ハガキ]愛唱歌集に面白い歌が載っていた,1,1992-05-03-1.0
131,129,1992-05-10,顔面オセロゲーム,肩こり→28だけど体力的には17ぐらい→人志の五大秘密→人志はなぜスポーツであまり力を発揮できないのか？→腕相撲対決→指相撲対決→対決企画→浜田と浜田のオカンに漫才をやらせたい→[ハガキ]松っちゃんがおじさんの背中をずっと見ていたら、そこを掻いたと言っていましたが、私もおじさんの鼻をずっと見ていたら、そのおじさんは鼻をほじって、鼻くそを食べました。→銭湯の番台の親父の視線が気になります。親父の気持ちをはぐらかす良い方法はないでしょうか？,1,1992-05-10-1.0
132,130,1992-05-17,ウィリー松本・巨大熊と対決!!,マッチョマンコント→浜田ファンはブサイクが多い→ブタは痩せる気がない→キャシー中島→リポビタンDのCMに出たい→[ハガキ]どうしてあくびはうつるのですか？,1,1992-05-17-1.0
133,131,1992-05-24,ラグビー対決！罰ゲームへの道!!,メイクするのはもう嫌→二人で遊びに行きたいね→二人きりで何しゃべるねん→コンビが二人きりになる気持ち悪さは説明できない→浜田雅功、松本人志のアイドル性ぶち壊し作戦→[ハガキ]駅員さんは皆同じアタッシュケースを持っていますが、あれは何なんですか？→げんこつをするときに、なぜハァ〜をするのですか？,1,1992-05-24-1.0
134,132,1992-05-31,ラグビー対決！嵐の大特訓!!,[ハガキ]芸のためなら女房も泣かすと歌の歌詞にありますがダウンタウンの二人もこの歌のように人生を全うされるのですか？,1,1992-05-31-1.0
135,133,1992-06-07,ラグビー対決！罰ゲームはいやーん!!,ハンマー投げ,1,1992-06-07-1.0
136,134,1992-06-14,松ちゃんが交通事故!?,[ハガキ]タバコのラークのCMの男性はなぜいつも何者かに命を狙われているのか,1,1992-06-14-1.0
137,135,1992-06-21,罰ゲーム・パンチパーマで横浜金蝿ロッケンロール！'92＆アシカショーで人気者になろう！,今何したい？→最近もうこれ以上ないってくらい寝てない,1,1992-06-21-1.0
138,136,1992-06-28,ジミーちゃん・はじめてのおつかい,バレンタインデーのチョコ捨ててた→呼び捨てにされたら腹立つ？,1,1992-06-28-1.0
139,137,1992-07-05,「浜根・杉本」の漫才披露,9月で29になる→どん兵衛の誘惑→これ以上太ったらこの世界やめる→いつから女性は脇毛を剃らなくなるのか？→オカンはよく便所のカギを閉め忘れる→オカンに卵持っていけと言われる→[ハガキ]デカビタCの三浦カズは、最後に何と叫んでいるのですか？,1,1992-07-05-1.0
140,138,1992-07-12,第３回大喜利大合戦!!,晴れてる下で叫んでるようなキャラじゃない→アウトドア派じゃない,1,1992-07-12-1.0
141,139,1992-07-19,第２回あつあつガマン大会,今日の客はメガネかけてる人が多い→類は類を呼ぶ→松本が喋ることを、客は頭から否定してかかる→先週のサーフィンの話→ダウンタウンが24時間テレビをやることになった→女のパンツやガソリンを盗んだ人間がチャリティーの司会に→[ハガキ]髪の毛はどこまでも伸びるのに、なぜ脇毛などは途中までしか伸びないのですか？→ゾウさんゾウさんお鼻が長いのねの歌は、僕らに何を訴えかけようとして作られたのですか？,1,1992-07-19-1.0
