date,description_ja,dupe_number,day_order
2011-12-25,今週のガキの使いは、放送まであと６日に迫った『大晦日スペシャル！絶対に笑ってはいけないエアポート２４時』今年は、一体、どんな芸能人や有名人といった笑いの刺客たちが、５人を笑い地獄におとしいれるのか！？松本、浜田、山崎、遠藤、田中の５人が大勢の記者たちを前に記者会見を行う。それぞれが見どころを語る！さらに、これまでに放送された『絶対笑ってはいけないシリーズ』の名シーンもご覧いただきます！！,1,2011-12-25-1
2012-01-08,今週のガキの使いは、『大晦日スペシャル！絶対に笑ってはいけない空港２４時』の未公開シーンを大放送！まだまだあったダウンタウン、山崎、ココリコの５人を笑い地獄におとしいれた爆笑シーンの数々。実はバスの中で行われていた（秘）合戦！ガキでもおなじみの芸人（秘）ネタ！５人の控室（秘）ボタンで登場する大物俳優！そして伝説の（秘）ダックまで、６時間の放送の中でお見せしきれなかった爆笑シーンを大公開！お見逃しなく！！,1,2012-01-08-1
2012-01-15,今夜のガキの使いは、雨上がり決死隊、宮川大輔、ＦＵＪＩＷＡＲＡ、ほっしゃん。などが参戦して、知られざる特技を披露して視聴率をあげようという体を張った企画に挑戦！トップバターの田中が、玉乗りをした状態で吹き矢で的を射ぬくことに挑戦！また、ＦＵＪＩＷＡＲＡ・藤本は水が入った状態のペットボトルを一息で倒すことに挑戦！など、驚きの特技披露が連発する！！果たして、自ら課した特技を成功させられるのか・・・！？,1,2012-01-15-1
2012-01-22,今夜のガキの使いは、先週に引き続き、雨上がり決死隊、宮川大輔、ＦＵＪＩＷＡＲＡ、ほっしゃん。など１２人の芸人が集まり、テレビでやったことがない特技を披露して視聴率を上げようという体を張った企画に挑戦！ 「空手チョップで瓦十枚割り」といった特技が披露される中、松本がトンデモない(秘)特技に挑戦する！果たして、失敗続きで微妙な空気が流れる中、後半戦で巻き返す事ができるのか！？,1,2012-01-22-1
2012-01-29,今夜のガキの使いは、今年で２３回目を迎える恒例行事の大新年会。しかし、毎年司会をつとめている山崎が、収録時間が過ぎても会場に現れないという事態が起こり、急きょ、浜田の激ギレドッキリを敢行する事に！遅れてエレベーターでやって来た山崎を浜田が出迎え本気でキレるというものだが…果たして！？さらに、今年ブレイクする若手芸人が必ず誕生する山―１グランプリも開催！今年は一体、どんな芸人たちが登場するのか！？,1,2012-01-29-1
2012-02-05,今夜のガキの使いは、ここのところ難易度の高さから正解者がなかなか出ない、恒例企画「ききシリーズ」今回、５人が挑戦するのは、“ききツナ缶”目隠しをして食べた味を覚えて当てる。松本の提案で１５種類から１２種類に数を減らしての挑戦！しかし、ツナ缶は、ヒントになる要素が少ないため、正解するのは至難の業！使用しているオイルの差や香り、ツナの微妙な味の差がわかるか！？そして、難易度が高いツナ缶で正解者はでるのか！？,1,2012-02-05-1
2012-02-12,今夜のガキの使いは、ターゲットに選んだ相手に対して、いかにバレずに固まり続けられるかを競う「固まり王」これまで行った「怒り王」「お腹痛い王」「クリスとやっちゃった王」「なりきりたけし王」に続く第５弾！ＴＫＯ木下がいきなり母親相手に変幻自在の固まりを発揮！そして、ますだおかだ岡田のスベリ固まり、ココリコはコンビで絶妙なダブル固まりを披露！果たして・・・！？,1,2012-02-12-1
2012-02-26,今夜のガキの使いは、これまで、佐野元春、楳図かずお、田原総一朗といった人たちが行ってきた１００の質問に答えるという名物企画を松本人志が行う！今回は、松本という事で一番、正解率が低かったメンバーにはキツイお仕置きが待っている！２３年というガキ使の歴史の中で、ガキメンバーは、松本の事をどれだけ理解しているのか！？そして、普段、聞くことのないプライベートに関する質問に松本は、一体、どんな回答をするのか！？,1,2012-02-26-1
2012-03-04,今夜のガキの使いは、全てが丸裸にされてしまう１００の質問に答える名物企画を松本が行う！普段、聞くことのできないプレイべートに関する質問に松本は、一体、どんな回答をするのか！？今回は、松本という事で一番、正解率が低かったメンバーにはキツイお仕置きが待っている！２３年というガキ使の歴史の中で、ガキメンバーは、松本の事をどれだけ理解しているのか！？そして、最下位としてキツイお仕置きを受けるのは誰なのか！？,1,2012-03-04-1
2012-03-11,今夜のガキの使いは、プライベートに関する質問に対して松本が何と答えるかを当てる「松本１００のコト」で、最下位になった山崎に“松本１００叫びの刑”が執行される！ 振動する腹巻を装着して様々な場所に行かされ、振動したら、いついかなる時も「松本」の名前を大声で叫ばなければならないという過酷なお仕置き。早朝６時からお仕置きがスタート！朝の通勤ラッシュや静寂に包まれた美術館などで行われる過酷な状況の中、山崎は１００叫びの刑をやり遂げられるのか！？,1,2012-03-11-1
2012-03-18,今夜のガキの使いは、ガキメンバー全員で行う着ぐるみトーク。全てにおいて今年、絶好調だという遠藤に対して、今年に入って不調続きの山崎。そんな中、５人のもとに(秘)トークゲストが登場！大晦日のガキＳＰでも活躍し、昨年から東京に進出した大阪の人気芸人。東京でこれから頑張っていくためにも山崎とレギュラー交代して欲しいという。その他、メンバーがそれぞれどうギャラ交渉してるかという話や松本の嫁への怒り話で盛り上がる。,1,2012-03-18-1
